NCBI accession,GTDB accession,GTDB taxonomy,NCBI FTP path
GCF_001887775.1,RS_GCF_001887775.1,d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Syntrophotaleaceae;g__SFB93;s__SFB93 sp001887775,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/775/GCF_001887775.1_ASM188777v1
GCF_001888185.1,RS_GCF_001888185.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter;s__Phaeobacter porticola,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/185/GCF_001888185.1_ASM188818v1
GCF_001889005.1,RS_GCF_001889005.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella salexigens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/005/GCF_001889005.1_ASM188900v1
GCF_001889045.1,RS_GCF_001889045.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum_A;s__Tenacibaculum_A todarodis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/045/GCF_001889045.1_ASM188904v1
GCF_001889165.1,RS_GCF_001889165.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus weihaiensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/165/GCF_001889165.1_ASM188916v1
GCF_001889605.1,RS_GCF_001889605.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium_E;s__Mesorhizobium_E oceanicum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/605/GCF_001889605.1_ASM188960v1
GCF_001890385.1,RS_GCF_001890385.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tardibacter;s__Tardibacter chloracetimidivorans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/385/GCF_001890385.1_ASM189038v1
GCF_001891125.1,RS_GCF_001891125.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/891/125/GCF_001891125.1_ASM189112v1
GCF_001620305.1,RS_GCF_001894785.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_B;s__Rhodococcus_B fascians,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/305/GCF_001620305.1_ASM162030v1
GCF_003086595.1,RS_GCF_001894945.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus ruber,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/086/595/GCF_003086595.1_ASM308659v1
GCF_900478115.1,RS_GCF_001895045.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus coprophilus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/115/GCF_900478115.1_50618_D02
GCF_001895265.1,RS_GCF_001895265.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Francisella;s__Francisella uliginis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/265/GCF_001895265.1_ASM189526v1
GCF_001908725.1,RS_GCF_001908725.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas vesicatoria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/725/GCF_001908725.1_ASM190872v1
GCF_001922305.1,RS_GCF_001922305.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera chlorobenzoica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/305/GCF_001922305.1_ASM192230v1
GCF_003814405.1,RS_GCF_001922545.1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borreliella;s__Borreliella garinii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/814/405/GCF_003814405.1_ASM381440v1
GCF_001931535.1,RS_GCF_001931535.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Minicystis;s__Minicystis rosea,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/535/GCF_001931535.1_ASM193153v1
GCF_001017775.3,RS_GCF_001931675.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__Pandoraea thiooxydans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/017/775/GCF_001017775.3_ASM101777v3
GCF_001936255.1,RS_GCF_001936255.1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borrelia;s__Borrelia anserina,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/255/GCF_001936255.1_ASM193625v1
GCF_001936335.1,RS_GCF_001936335.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Amylolactobacillus;s__Amylolactobacillus amylophilus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/335/GCF_001936335.1_ASM193633v1
GCF_001955735.1,RS_GCF_001938565.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax antarcticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/955/735/GCF_001955735.1_ASM195573v1
GCF_001940525.2,RS_GCF_001940525.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava;s__Thioclava nitratireducens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/940/525/GCF_001940525.2_ASM194052v2
GCF_001941345.1,RS_GCF_001941345.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium stationis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/345/GCF_001941345.1_ASM194134v1
GCF_902381765.1,RS_GCF_001941425.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium ammoniagenes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/381/765/GCF_902381765.1_UHGG_MGYG-HGUT-01533
GCF_001941445.1,RS_GCF_001941445.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium aquilae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/445/GCF_001941445.1_ASM194144v1
GCF_001941485.1,RS_GCF_001941485.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium frankenforstense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/485/GCF_001941485.1_ASM194148v1
GCF_001941505.1,RS_GCF_001941505.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sphenisci,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/505/GCF_001941505.1_ASM194150v1
GCF_001941565.1,RS_GCF_001941565.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium phocae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/565/GCF_001941565.1_ASM194156v1
GCF_001941625.1,RS_GCF_001941625.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinoalloteichus;s__Actinoalloteichus fjordicus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/625/GCF_001941625.1_ASM194162v1
GCF_001941825.1,RS_GCF_001941825.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__Massilia putida,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/825/GCF_001941825.1_ASM194182v1
GCF_001936295.1,RS_GCF_001945665.1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borreliella;s__Borreliella mayonii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/295/GCF_001936295.1_ASM193629v1
GCF_009731485.1,RS_GCF_001951015.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia rickettsii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/731/485/GCF_009731485.1_ASM973148v1
GCF_001951155.1,RS_GCF_001951155.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella flava,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/951/155/GCF_001951155.1_ASM195115v1
GCF_001953055.1,RS_GCF_001953055.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Salaquimonas;s__Salaquimonas pukyongi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/055/GCF_001953055.1_ASM195305v1
GCF_001953175.1,RS_GCF_001953175.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalogenimonas;s__Dehalogenimonas formicexedens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/175/GCF_001953175.1_ASM195317v1
GCF_002763715.1,RS_GCF_001953955.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella intermedia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/763/715/GCF_002763715.1_ASM276371v1
GCF_001955695.1,RS_GCF_001955695.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_B;s__Rhodoferax_B koreense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/955/695/GCF_001955695.1_ASM195569v1
GCF_001955715.1,RS_GCF_001955715.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax saidenbachensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/955/715/GCF_001955715.1_ASM195571v1
GCF_001956985.1,RS_GCF_001956985.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Paludisphaera;s__Paludisphaera borealis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/956/985/GCF_001956985.1_ASM195698v1
GCF_001971585.1,RS_GCF_001971585.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus allii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/585/GCF_001971585.1_ASM197158v1
GCF_001974985.1,RS_GCF_001974985.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium aurum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/974/985/GCF_001974985.1_ASM197498v1
GCF_004089895.1,RS_GCF_001975225.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kosakonia;s__Kosakonia cowanii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/089/895/GCF_004089895.1_ASM408989v1
GCF_001975665.1,RS_GCF_001975665.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter reichenbachii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/665/GCF_001975665.1_ASM197566v1
GCF_001975705.1,RS_GCF_001975705.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger abyssi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/705/GCF_001975705.1_ASM197570v1
GCF_001983935.1,RS_GCF_001983935.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__Fuerstia;s__Fuerstia marisgermanicae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/983/935/GCF_001983935.1_ASM198393v1
GCF_001984825.2,RS_GCF_001984825.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter chengduensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/825/GCF_001984825.2_ASM198482v2
GCF_001988955.1,RS_GCF_001988955.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__Spirosoma montaniterrae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/955/GCF_001988955.1_ASM198895v1
GCF_001997345.1,RS_GCF_001997345.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia aquimaris,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/345/GCF_001997345.1_ASM199734v1
GCF_001997385.1,RS_GCF_001997385.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Sedimentisphaeraceae;g__Sedimentisphaera;s__Sedimentisphaera cyanobacteriorum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/385/GCF_001997385.1_ASM199738v1
GCF_001998865.1,RS_GCF_001998865.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia flavescens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/865/GCF_001998865.1_ASM199886v1
GCF_001999225.1,RS_GCF_001999225.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas aliena,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/225/GCF_001999225.1_ASM199922v1
GCF_001020955.1,RS_GCF_001999325.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio versutus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/020/955/GCF_001020955.1_ASM102095v1
GCF_001999945.1,RS_GCF_001999945.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer agarilyticus_A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/945/GCF_001999945.1_ASM199994v1
GCF_001999965.1,RS_GCF_001999965.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Sedimentisphaeraceae;g__Limihaloglobus;s__Limihaloglobus sulfuriphilus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/965/GCF_001999965.1_ASM199996v1
GCF_013267695.1,RS_GCF_002000985.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gallolyticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/267/695/GCF_013267695.1_ASM1326769v1
GCF_002951935.1,RS_GCF_002003265.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_H;s__Paenibacillus_H larvae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/951/935/GCF_002951935.1_ASM295193v1
GCF_002005145.1,RS_GCF_002005145.1,d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Desulfotomaculaceae;g__Desulfotomaculum;s__Desulfotomaculum ferrireducens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/145/GCF_002005145.1_ASM200514v1
GCF_002005165.1,RS_GCF_002005165.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Novibacillaceae;g__Novibacillus;s__Novibacillus thermophilus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/165/GCF_002005165.1_ASM200516v1
GCF_002005305.1,RS_GCF_002005305.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella psychrophila,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/305/GCF_002005305.1_ASM200530v1
GCF_002005405.1,RS_GCF_002005405.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Jeotgalibaca;s__Jeotgalibaca dankookensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/405/GCF_002005405.1_ASM200540v1
GCF_008705175.1,RS_GCF_002006445.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/705/175/GCF_008705175.1_ASM870517v1
GCF_002007645.1,RS_GCF_002007645.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__Anaerohalosphaera;s__Anaerohalosphaera lusitana,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/645/GCF_002007645.1_ASM200764v1
GCF_003287015.1,RS_GCF_002014975.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella bovis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/287/015/GCF_003287015.1_ASM328701v1
GCF_000021885.1,RS_GCF_002015085.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Glaesserella;s__Glaesserella parasuis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/885/GCF_000021885.1_ASM2188v1
GCF_002021945.1,RS_GCF_002021925.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A pinnipediorum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/021/945/GCF_002021945.1_ASM202194v1
GCF_001618505.2,RS_GCF_002023665.2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia anophelis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/505/GCF_001618505.2_ASM161850v2
GCF_002024805.1,RS_GCF_002024805.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia bruuniana,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/805/GCF_002024805.1_ASM202480v1
GCF_006094475.1,RS_GCF_002027305.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus intestinalis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/094/475/GCF_006094475.1_ASM609447v1
GCF_002028405.1,RS_GCF_002028405.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__Thiomonas intermedia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/405/GCF_002028405.1_ASM202840v1
GCF_008693605.1,RS_GCF_002042885.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter portucalensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/693/605/GCF_008693605.1_ASM869360v1
GCF_002043005.1,RS_GCF_002043005.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella mediterranea,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/043/005/GCF_002043005.1_ASM204300v1
GCF_001267845.1,RS_GCF_002055535.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/845/GCF_001267845.1_ASM126784v1
GCF_002056795.1,RS_GCF_002056795.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__Spirosoma aerolatum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/056/795/GCF_002056795.1_ASM205679v1
GCF_002067135.1,RS_GCF_002067135.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__Spirosoma rigui,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/067/135/GCF_002067135.1_ASM206713v1
GCF_002076915.1,RS_GCF_002072175.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces gaoshouyii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/915/GCF_002076915.1_ASM207691v1
GCF_002075285.3,RS_GCF_002075285.3,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Halomicronema_B;s__Halomicronema_B hongdechloris,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/075/285/GCF_002075285.3_ASM207528v3
GCF_002075795.1,RS_GCF_002075795.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella japonica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/075/795/GCF_002075795.1_ASM207579v1
GCF_002076895.1,RS_GCF_002076895.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia beringensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/895/GCF_002076895.1_ASM207689v1
GCF_000468955.1,RS_GCF_002078765.2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis_E,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/955/GCF_000468955.1_ASM46895v1
GCF_002080395.1,RS_GCF_002080395.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D helveticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/395/GCF_002080395.1_ASM208039v1
GCF_002080435.1,RS_GCF_002080435.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium herbicidovorans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/435/GCF_002080435.1_ASM208043v1
GCF_002082195.1,RS_GCF_002082195.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces gilvosporeus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/195/GCF_002082195.1_ASM208219v1
GCF_002082585.1,RS_GCF_002082585.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albolongus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/585/GCF_002082585.1_ASM208258v1
GCF_000214155.1,RS_GCF_002086455.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium algericum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/155/GCF_000214155.1_ASM21415v1
GCF_000221985.1,RS_GCF_002087075.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pseudopneumoniae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/985/GCF_000221985.1_ASM22198v1
GCF_012971725.1,RS_GCF_002091755.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas nitroreducens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/971/725/GCF_012971725.1_ASM1297172v1
GCF_002097535.1,RS_GCF_002097535.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Halobacillaceae;g__Halobacillus;s__Halobacillus mangrovi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/097/535/GCF_002097535.1_ASM209753v1
GCF_002097715.1,RS_GCF_002097715.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia mesoacidophila,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/097/715/GCF_002097715.1_ASM209771v1
GCF_002101335.1,RS_GCF_002101335.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus lutrae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/335/GCF_002101335.1_ASM210133v1
GCF_002101395.1,RS_GCF_002101395.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Mixta;s__Mixta alhagi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/395/GCF_002101395.1_ASM210139v1
